IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00132194,20,7,18,15,20,19,44,28,25,102040.81632653062,35714.28571428571,91836.73469387756,76530.61224489796,102040.81632653062,96938.77551020408,224489.79591836734,142857.14285714284,127551.02040816327,46.93
IPI00153103,19,4,18,26,19,16,24,27,21,109195.40229885057,22988.505747126437,103448.27586206897,149425.28735632185,109195.40229885057,91954.02298850575,137931.0344827586,155172.41379310345,120689.6551724138,35.46
IPI00117178,9,1,7,4,5,13,3,22,10,121621.62162162163,13513.513513513515,94594.5945945946,54054.05405405406,67567.56756756757,175675.67567567568,40540.54054054054,297297.29729729734,135135.13513513515,77.59
IPI00128209,49,34,82,40,1,36,7,12,18,175627.24014336916,121863.79928315412,293906.8100358423,143369.17562724013,3584.2293906810037,129032.25806451612,25089.605734767025,43010.75268817205,64516.12903225806,81.02
IPI00269076,23,71,42,63,106,33,29,38,36,52154.19501133787,160997.73242630385,95238.09523809524,142857.14285714284,240362.81179138322,74829.93197278911,65759.63718820861,86167.80045351475,81632.65306122448,53.99
IPI00221769,34,64,41,45,40,29,28,14,13,110389.61038961039,207792.2077922078,133116.8831168831,146103.89610389608,129870.12987012985,94155.84415584416,90909.09090909091,45454.545454545456,42207.792207792205,46.29
IPI00123709,181,55,110,47,14,458,91,226,458,110365.85365853658,33536.58536585366,67073.17073170732,28658.536585365855,8536.58536585366,279268.29268292687,55487.80487804878,137804.8780487805,279268.29268292687,93.12
IPI00623749,36,9,2,38,38,24,64,30,5,146341.46341463414,36585.365853658535,8130.081300813009,154471.54471544715,154471.54471544715,97560.9756097561,260162.6016260163,121951.21951219512,20325.20325203252,72.5
IPI00466128,30,13,16,112,52,32,19,31,30,89552.23880597015,38805.97014925373,47761.19402985075,334328.3582089552,155223.8805970149,95522.3880597015,56716.417910447766,92537.31343283581,89552.23880597015,81.43
IPI00223757,29,28,66,53,19,46,18,46,71,77127.65957446808,74468.08510638298,175531.91489361704,140957.44680851063,50531.91489361702,122340.4255319149,47872.34042553191,122340.4255319149,188829.78723404257,46.66
IPI00122657,1,2,3,4,67,2,2,2,4,11494.252873563219,22988.505747126437,34482.75862068965,45977.011494252874,770114.9425287356,22988.505747126437,22988.505747126437,22988.505747126437,45977.011494252874,222.65
IPI00121305,3,2,1,10,4,2,2,2,12,78947.36842105263,52631.57894736842,26315.78947368421,263157.8947368421,105263.15789473684,52631.57894736842,52631.57894736842,52631.57894736842,315789.4736842105,93.83
IPI00331490,19,12,21,54,31,10,13,9,18,101604.27807486632,64171.12299465241,112299.46524064172,288770.0534759358,165775.4010695187,53475.935828877,69518.71657754011,48128.342245989305,96256.68449197861,68.31
IPI00323969,4,3,4,1,1,6,3,5,5,125000.0,93750.0,125000.0,31250.0,31250.0,187500.0,93750.0,156250.0,156250.0,48.94
IPI00112719,38,25,29,43,55,47,15,100,44,95959.59595959596,63131.31313131314,73232.32323232324,108585.85858585859,138888.8888888889,118686.8686868687,37878.78787878788,252525.25252525255,111111.11111111111,55.26
IPI00131695,263,847,946,810,625,1396,601,507,676,39424.374156798076,126967.47114375656,141807.82491380602,121421.07630040473,93689.10208364563,209263.9784140309,90091.44056363363,76000.59961025334,101334.13281367111,42.86
IPI00458392,1,6,6,30,14,11,3,19,13,9708.73786407767,58252.42718446602,58252.42718446602,291262.1359223301,135922.33009708737,106796.11650485436,29126.21359223301,184466.01941747573,126213.59223300971,78.78
IPI00626662,6,6,5,5,77,122,39,37,107,14851.48514851485,14851.48514851485,12376.237623762378,12376.237623762378,190594.05940594058,301980.198019802,96534.65346534654,91584.15841584158,264851.48514851485,103.11
IPI00336362,7,1,3,1,49,96,44,18,57,25362.318840579712,3623.1884057971015,10869.565217391304,3623.1884057971015,177536.23188405798,347826.0869565217,159420.28985507245,65217.391304347824,206521.73913043478,107.67
IPI00153317,114,76,4,230,384,41,85,18,45,114343.02908726178,76228.68605817453,4012.036108324975,230692.07622868606,385155.4663991976,41123.370110330994,85255.76730190573,18054.16248746239,45135.40621865597,110.54
IPI00111218,40,69,45,96,131,150,42,103,87,52424.63958060288,90432.50327653997,58977.71952817824,125819.1349934469,171690.69462647443,196592.3984272608,55045.87155963303,134993.4469200524,114023.59108781126,46.66
IPI00111235,5,4,4,15,17,16,11,11,11,53191.48936170213,42553.1914893617,42553.1914893617,159574.4680851064,180851.06382978725,170212.7659574468,117021.27659574468,117021.27659574468,117021.27659574468,48.85
IPI00405699,7,61,47,126,128,31,9,4,8,16627.0783847981,144893.11163895487,111638.95486935867,299287.4109263658,304038.00475059386,73634.20427553443,21377.67220902613,9501.187648456058,19002.375296912116,106.0
IPI00460335,1,6,5,25,13,1,2,2,1,17857.142857142855,107142.85714285713,89285.71428571429,446428.5714285715,232142.85714285716,17857.142857142855,35714.28571428571,35714.28571428571,17857.142857142855,129.27
IPI00461964,38,104,52,148,80,46,46,5,41,67857.14285714286,185714.2857142857,92857.14285714286,264285.7142857143,142857.14285714284,82142.85714285714,82142.85714285714,8928.571428571428,73214.28571428572,68.09
IPI00230084,22,5,9,59,54,16,83,12,49,71197.41100323625,16181.229773462781,29126.21359223301,190938.51132686084,174757.28155339806,51779.93527508091,268608.4142394822,38834.95145631068,158576.05177993528,80.22
IPI00124372,7,20,2,49,34,15,26,34,35,31531.531531531527,90090.09009009009,9009.009009009009,220720.7207207207,153153.15315315314,67567.56756756757,117117.11711711712,153153.15315315314,157657.65765765766,61.08
IPI00221402,445,218,239,130,34,136,63,91,84,309027.7777777778,151388.88888888888,165972.22222222222,90277.77777777778,23611.11111111111,94444.44444444444,43750.0,63194.444444444445,58333.333333333336,79.1
IPI00127206,7,9,11,284,292,4,4,4,3,11326.86084142395,14563.106796116504,17799.352750809063,459546.925566343,472491.9093851133,6472.491909385114,6472.491909385114,6472.491909385114,4854.368932038835,181.16
IPI00119871,91,36,65,43,8,156,8,228,2,142857.14285714284,56514.913657770805,102040.81632653062,67503.92464678179,12558.869701726846,244897.95918367346,12558.869701726846,357927.78649921506,3139.7174254317115,108.31
IPI00173248,64,2,74,146,3,33,76,2,1,159600.99750623442,4987.5311720698255,184538.65336658354,364089.7755610973,7481.296758104738,82294.26433915211,189526.18453865335,4987.5311720698255,2493.7655860349128,111.95
IPI00187356,14,8,7,19,12,24,7,23,16,107692.3076923077,61538.46153846154,53846.15384615385,146153.84615384616,92307.69230769231,184615.38461538462,53846.15384615385,176923.07692307694,123076.92307692308,45.54
IPI00329843,11,8,10,25,19,40,7,37,11,65476.19047619048,47619.04761904762,59523.80952380952,148809.52380952382,113095.23809523809,238095.23809523808,41666.666666666664,220238.09523809524,65476.19047619048,67.6
IPI00889914,3,2,1,4,3,3,1,3,2,136363.63636363635,90909.09090909091,45454.545454545456,181818.18181818182,136363.63636363635,136363.63636363635,45454.545454545456,136363.63636363635,90909.09090909091,41.47
IPI00467355,4,1,1,6,1,5,2,3,2,160000.0,40000.0,40000.0,240000.0,40000.0,200000.0,80000.0,120000.0,80000.0,66.81
IPI00314736,34,16,34,36,28,65,22,51,15,112956.81063122924,53156.14617940199,112956.81063122924,119601.32890365449,93023.25581395348,215946.8438538206,73089.70099667776,169435.21594684385,49833.88704318937,48.63
IPI00113536,7,6,10,11,10,18,6,31,15,61403.508771929824,52631.57894736842,87719.29824561403,96491.22807017544,87719.29824561403,157894.73684210525,52631.57894736842,271929.82456140354,131578.94736842104,62.91
IPI00130016,19,7,9,22,11,34,12,41,17,110465.11627906977,40697.674418604656,52325.58139534884,127906.97674418605,63953.48837209302,197674.41860465115,69767.44186046511,238372.09302325582,98837.20930232557,60.77
IPI00319509,11,25,45,217,50,74,108,35,17,18900.343642611682,42955.3264604811,77319.58762886598,372852.23367697594,85910.6529209622,127147.76632302404,185567.01030927835,60137.45704467354,29209.621993127148,99.89
IPI00230395,4,25,28,19,13,80,26,50,19,15151.515151515152,94696.9696969697,106060.60606060606,71969.69696969698,49242.42424242424,303030.30303030304,98484.84848484848,189393.9393939394,71969.69696969698,77.63
IPI00124264,7,5,12,31,5,40,6,21,15,49295.77464788732,35211.2676056338,84507.04225352113,218309.85915492955,35211.2676056338,281690.1408450704,42253.52112676056,147887.32394366196,105633.8028169014,79.72
IPI00468203,15,52,85,53,27,138,47,44,63,28625.954198473282,99236.64122137404,162213.74045801527,101145.03816793894,51526.71755725191,263358.7786259542,89694.65648854962,83969.46564885497,120229.0076335878,61.75
IPI00132722,14,13,24,29,6,92,17,29,27,55776.89243027888,51792.828685258966,95617.52988047809,115537.84860557769,23904.382470119523,366533.86454183265,67729.08366533864,115537.84860557769,107569.72111553785,90.9
IPI00353727,6,20,20,28,28,56,28,33,25,24590.16393442623,81967.2131147541,81967.2131147541,114754.09836065574,114754.09836065574,229508.19672131148,114754.09836065574,135245.9016393443,102459.01639344262,49.19
IPI00830586,1,1,1,1,1,2,1,1,1,100000.0,100000.0,100000.0,100000.0,100000.0,200000.0,100000.0,100000.0,100000.0,30.0
IPI00317309,80,59,66,45,30,163,42,68,64,129659.64343598054,95623.98703403566,106969.20583468396,72933.54943273905,48622.36628849271,264181.5235008104,68071.31280388978,110210.69692058346,103727.71474878443,56.3
IPI00310240,105,156,120,98,81,219,79,135,67,99056.60377358491,147169.8113207547,113207.54716981133,92452.83018867923,76415.09433962264,206603.77358490566,74528.30188679245,127358.49056603774,63207.54716981132,40.27
IPI00554894,14,14,8,6,5,20,12,19,6,134615.3846153846,134615.3846153846,76923.07692307692,57692.307692307695,48076.92307692308,192307.6923076923,115384.61538461539,182692.3076923077,57692.307692307695,48.97
IPI00114017,12,12,19,23,8,18,5,23,5,96000.0,96000.0,152000.0,184000.0,64000.0,144000.0,40000.0,184000.0,40000.0,51.47
IPI00346965,70,32,29,63,64,52,29,50,41,162790.69767441862,74418.6046511628,67441.86046511629,146511.62790697676,148837.2093023256,120930.23255813953,67441.86046511629,116279.06976744186,95348.83720930234,33.19
IPI00224151,44,24,12,48,25,47,22,41,31,149659.86394557822,81632.65306122448,40816.32653061224,163265.30612244896,85034.01360544217,159863.9455782313,74829.93197278911,139455.78231292515,105442.1768707483,39.26
IPI00119680,19,2,6,21,2,15,5,33,38,134751.7730496454,14184.397163120568,42553.1914893617,148936.17021276595,14184.397163120568,106382.97872340426,35460.99290780142,234042.55319148937,269503.5460992908,85.04
IPI00118026,12,5,4,13,15,10,5,13,9,139534.88372093023,58139.53488372093,46511.62790697674,151162.7906976744,174418.6046511628,116279.06976744186,58139.53488372093,151162.7906976744,104651.16279069768,42.55
IPI00108780,156,32,29,22,32,56,15,51,57,346666.6666666667,71111.11111111111,64444.444444444445,48888.88888888889,71111.11111111111,124444.44444444444,33333.333333333336,113333.33333333333,126666.66666666667,84.91
IPI00310131,97,30,15,43,36,49,15,34,19,286982.2485207101,88757.39644970413,44378.698224852065,127218.93491124261,106508.87573964498,144970.41420118342,44378.698224852065,100591.71597633137,56213.017751479296,67.42
IPI00753468,7,1,2,3,2,3,2,4,4,250000.0,35714.28571428571,71428.57142857142,107142.85714285713,71428.57142857142,107142.85714285713,71428.57142857142,142857.14285714284,142857.14285714284,56.69
IPI00119689,227,53,56,85,100,126,42,89,112,255056.17977528088,59550.56179775281,62921.348314606745,95505.61797752809,112359.55056179775,141573.03370786516,47191.01123595506,100000.0,125842.69662921349,56.3
IPI00116356,83,7,8,9,7,20,8,20,17,463687.1508379888,39106.14525139665,44692.7374301676,50279.32960893855,39106.14525139665,111731.84357541898,44692.7374301676,111731.84357541898,94972.06703910614,122.19
IPI00118022,59,8,9,15,13,12,5,4,12,430656.93430656934,58394.1605839416,65693.4306569343,109489.05109489051,94890.51094890511,87591.24087591241,36496.3503649635,29197.0802919708,87591.24087591241,110.5
IPI00130444,22,18,20,26,14,53,56,46,37,75342.46575342465,61643.83561643835,68493.1506849315,89041.09589041096,47945.20547945205,181506.8493150685,191780.8219178082,157534.24657534246,126712.3287671233,49.17
IPI00117811,158,13,20,43,19,62,80,41,49,325773.1958762887,26804.123711340206,41237.113402061856,88659.793814433,39175.257731958765,127835.05154639174,164948.45360824742,84536.08247422682,101030.92783505155,82.81
IPI00322193,13,2,1,2,9,6,8,8,11,216666.6666666667,33333.333333333336,16666.666666666668,33333.333333333336,150000.0,100000.0,133333.33333333334,133333.33333333334,183333.3333333333,63.64
IPI00279218,24,29,40,119,54,59,22,85,32,51724.137931034486,62500.0,86206.89655172414,256465.51724137933,116379.31034482758,127155.17241379309,47413.793103448275,183189.6551724138,68965.5172413793,62.8
IPI00224152,19,4,9,17,19,23,16,30,24,118012.42236024844,24844.72049689441,55900.62111801242,105590.06211180125,118012.42236024844,142857.14285714284,99378.88198757764,186335.40372670806,149068.32298136645,43.7
IPI00399961,11,3,4,14,4,16,4,30,30,94827.58620689655,25862.068965517243,34482.75862068965,120689.6551724138,34482.75862068965,137931.0344827586,34482.75862068965,258620.68965517243,258620.68965517243,83.87
IPI00121209,21,39,81,51,62,61,25,36,49,49411.76470588235,91764.70588235294,190588.23529411765,120000.0,145882.35294117648,143529.41176470587,58823.529411764706,84705.88235294117,115294.11764705883,40.61
IPI00170307,23,16,21,13,13,13,6,4,12,190082.64462809917,132231.40495867768,173553.71900826448,107438.01652892563,107438.01652892563,107438.01652892563,49586.776859504134,33057.85123966942,99173.55371900827,45.72
IPI00377351,2,35,36,35,27,42,13,23,26,8368.200836820082,146443.51464435147,150627.6150627615,146443.51464435147,112970.71129707113,175732.21757322174,54393.30543933055,96234.30962343096,108786.6108786611,47.45
IPI00666034,14,120,111,78,215,100,4,70,8,19444.444444444445,166666.66666666666,154166.6666666667,108333.33333333334,298611.1111111111,138888.8888888889,5555.555555555556,97222.22222222222,11111.111111111111,84.56
IPI00114099,2,1,7,6,6,6,3,1,3,57142.85714285714,28571.42857142857,200000.0,171428.57142857142,171428.57142857142,171428.57142857142,85714.28571428571,28571.42857142857,85714.28571428571,60.91
IPI00323571,43,18,31,21,46,32,5,23,9,188596.49122807017,78947.36842105263,135964.91228070177,92105.26315789473,201754.38596491228,140350.87719298244,21929.824561403508,100877.19298245614,39473.68421052631,55.37
IPI00121576,13,21,21,14,12,10,13,10,9,105691.05691056911,170731.7073170732,170731.7073170732,113821.1382113821,97560.9756097561,81300.81300813008,105691.05691056911,81300.81300813008,73170.73170731707,32.72
IPI00112493,3,48,72,49,22,23,11,17,11,11718.75,187500.0,281250.0,191406.25,85937.5,89843.75,42968.75,66406.25,42968.75,80.17
IPI00170084,31,5,12,8,7,21,1,17,17,260504.2016806723,42016.80672268908,100840.33613445378,67226.89075630251,58823.529411764706,176470.58823529413,8403.361344537814,142857.14285714284,142857.14285714284,70.22
IPI00128491,7,4,6,12,19,9,4,19,15,73684.21052631579,42105.26315789473,63157.89473684211,126315.78947368421,200000.0,94736.84210526316,42105.26315789473,200000.0,157894.73684210525,56.67
IPI00625950,2,1,1,1,4,3,3,3,3,95238.09523809524,47619.04761904762,47619.04761904762,47619.04761904762,190476.19047619047,142857.14285714284,142857.14285714284,142857.14285714284,142857.14285714284,47.92
IPI00313558,19,18,14,30,33,38,70,43,35,63333.333333333336,60000.0,46666.66666666667,100000.0,110000.0,126666.66666666667,233333.33333333334,143333.33333333334,116666.66666666667,50.73
IPI00221613,19,7,4,7,9,12,7,10,15,211111.11111111112,77777.77777777778,44444.444444444445,77777.77777777778,100000.0,133333.33333333334,77777.77777777778,111111.11111111111,166666.66666666666,46.64
IPI00135730,98,32,39,60,65,78,63,62,53,178181.8181818182,58181.818181818184,70909.09090909091,109090.90909090909,118181.81818181818,141818.18181818182,114545.45454545454,112727.27272727274,96363.63636363635,32.05
IPI00331663,11,5,7,12,15,15,17,12,10,105769.23076923077,48076.92307692308,67307.6923076923,115384.61538461539,144230.76923076922,144230.76923076922,163461.53846153847,115384.61538461539,96153.84615384616,33.55
IPI00876029,2,1,2,2,1,4,3,1,5,95238.09523809524,47619.04761904762,95238.09523809524,95238.09523809524,47619.04761904762,190476.19047619047,142857.14285714284,47619.04761904762,238095.23809523808,60.61
IPI00221615,20,4,5,16,15,20,7,15,17,168067.2268907563,33613.44537815126,42016.80672268908,134453.78151260503,126050.42016806723,168067.2268907563,58823.529411764706,126050.42016806723,142857.14285714284,47.2
IPI00221616,21,9,10,23,20,23,13,30,14,128834.35582822087,55214.72392638037,61349.69325153374,141104.2944785276,122699.38650306748,141104.2944785276,79754.60122699387,184049.07975460123,85889.57055214724,38.69
IPI00387227,22,2,3,7,1,5,12,11,8,309859.15492957743,28169.014084507042,42253.52112676056,98591.54929577465,14084.507042253521,70422.5352112676,169014.08450704225,154929.57746478872,112676.05633802817,82.75
IPI00626782,45,6,15,57,11,21,46,32,35,167910.44776119405,22388.059701492537,55970.149253731346,212686.5671641791,41044.77611940299,78358.20895522389,171641.79104477612,119402.98507462686,130597.01492537312,59.15
IPI00137087,68,29,26,78,27,51,55,46,67,152125.27964205816,64876.95749440715,58165.548098434,174496.64429530202,60402.68456375839,114093.95973154363,123042.50559284116,102908.2774049217,149888.14317673378,38.89
